country,year,arabica_1000_bags,production_1000_bags,robusta_1000_bags,production_mt,arabica_mt,robusta_mt
Rwanda,1966,146.0,146.0,0.0,8760.0,8760.0,0.0
Rwanda,1967,197.0,197.0,0.0,11820.0,11820.0,0.0
Rwanda,1968,192.0,192.0,0.0,11520.0,11520.0,0.0
Rwanda,1969,208.0,208.0,0.0,12480.0,12480.0,0.0
Rwanda,1970,246.0,246.0,0.0,14760.0,14760.0,0.0
Rwanda,1971,257.0,257.0,0.0,15420.0,15420.0,0.0
Rwanda,1972,184.0,184.0,0.0,11040.0,11040.0,0.0
Rwanda,1973,435.0,435.0,0.0,26100.0,26100.0,0.0
Rwanda,1974,497.0,497.0,0.0,29820.0,29820.0,0.0
Rwanda,1975,434.0,434.0,0.0,26040.0,26040.0,0.0
Rwanda,1976,531.0,531.0,0.0,31860.0,31860.0,0.0
Rwanda,1977,362.0,362.0,0.0,21720.0,21720.0,0.0
Rwanda,1978,311.0,311.0,0.0,18660.0,18660.0,0.0
Rwanda,1979,501.0,501.0,0.0,30060.0,30060.0,0.0
Rwanda,1980,506.0,506.0,0.0,30360.0,30360.0,0.0
Rwanda,1981,502.0,502.0,0.0,30120.0,30120.0,0.0
Rwanda,1982,377.0,377.0,0.0,22620.0,22620.0,0.0
Rwanda,1983,536.0,536.0,0.0,32160.0,32160.0,0.0
Rwanda,1984,542.0,542.0,0.0,32520.0,32520.0,0.0
Rwanda,1985,717.0,717.0,0.0,43020.0,43020.0,0.0
Rwanda,1986,643.0,643.0,0.0,38580.0,38580.0,0.0
Rwanda,1987,705.0,705.0,0.0,42300.0,42300.0,0.0
Rwanda,1988,679.0,679.0,0.0,40740.0,40740.0,0.0
Rwanda,1989,561.0,561.0,0.0,33660.0,33660.0,0.0
Rwanda,1990,619.0,619.0,0.0,37140.0,37140.0,0.0
Rwanda,1991,550.0,550.0,0.0,33000.0,33000.0,0.0
Rwanda,1992,650.0,650.0,0.0,39000.0,39000.0,0.0
Rwanda,1993,443.0,443.0,0.0,26580.0,26580.0,0.0
Rwanda,1994,22.0,22.0,0.0,1320.0,1320.0,0.0
Rwanda,1995,330.0,330.0,0.0,19800.0,19800.0,0.0
Rwanda,1996,293.0,293.0,0.0,17580.0,17580.0,0.0
Rwanda,1997,194.0,194.0,0.0,11640.0,11640.0,0.0
Rwanda,1998,222.0,222.0,0.0,13320.0,13320.0,0.0
Rwanda,1999,308.0,308.0,0.0,18480.0,18480.0,0.0
Rwanda,2000,273.0,273.0,0.0,16380.0,16380.0,0.0
Rwanda,2001,296.0,296.0,0.0,17760.0,17760.0,0.0
Rwanda,2002,320.0,320.0,0.0,19200.0,19200.0,0.0
Rwanda,2003,266.0,266.0,0.0,15960.0,15960.0,0.0
Rwanda,2004,317.0,317.0,0.0,19020.0,19020.0,0.0
Rwanda,2005,340.0,340.0,0.0,20400.0,20400.0,0.0
Rwanda,2006,400.0,400.0,0.0,24000.0,24000.0,0.0
Rwanda,2007,230.0,230.0,0.0,13800.0,13800.0,0.0
Rwanda,2008,340.0,340.0,0.0,20400.0,20400.0,0.0
Rwanda,2009,240.0,240.0,0.0,14400.0,14400.0,0.0
Rwanda,2010,317.0,317.0,0.0,19020.0,19020.0,0.0
Rwanda,2011,245.0,245.0,0.0,14700.0,14700.0,0.0
Rwanda,2012,260.0,260.0,0.0,15600.0,15600.0,0.0
Rwanda,2013,250.0,250.0,0.0,15000.0,15000.0,0.0
Rwanda,2014,240.0,240.0,0.0,14400.0,14400.0,0.0
Rwanda,2015,300.0,300.0,0.0,18000.0,18000.0,0.0
Rwanda,2016,230.0,230.0,0.0,13800.0,13800.0,0.0
Rwanda,2017,275.0,275.0,0.0,16500.0,16500.0,0.0
Rwanda,2018,275.0,275.0,0.0,16500.0,16500.0,0.0
Rwanda,2019,350.0,350.0,0.0,21000.0,21000.0,0.0
Rwanda,2020,300.0,300.0,0.0,18000.0,18000.0,0.0
Rwanda,2021,270.0,270.0,0.0,16200.0,16200.0,0.0
Rwanda,2022,275.0,275.0,0.0,16500.0,16500.0,0.0
Rwanda,2023,360.0,360.0,0.0,21600.0,21600.0,0.0
Rwanda,2024,300.0,300.0,0.0,18000.0,18000.0,0.0
Rwanda,2025,350.0,350.0,0.0,21000.0,21000.0,0.0
Tanzania,1960,308.0,462.0,154.0,27720.0,18480.0,9240.0
Tanzania,1961,200.0,300.0,100.0,18000.0,12000.0,6000.0
Tanzania,1962,300.0,448.0,148.0,26880.0,18000.0,8880.0
Tanzania,1963,340.0,509.0,169.0,30540.0,20400.0,10140.0
Tanzania,1964,352.0,528.0,176.0,31680.0,21120.0,10560.0
Tanzania,1965,507.0,760.0,253.0,45600.0,30420.0,15180.0
Tanzania,1966,563.0,844.0,281.0,50640.0,33780.0,16860.0
Tanzania,1967,418.0,627.0,209.0,37620.0,25080.0,12540.0
Tanzania,1968,610.0,951.0,341.0,57060.0,36600.0,20460.0
Tanzania,1969,400.0,599.0,199.0,35940.0,24000.0,11940.0
Tanzania,1970,606.0,909.0,303.0,54540.0,36360.0,18180.0
Tanzania,1971,606.0,908.0,302.0,54480.0,36360.0,18120.0
Tanzania,1972,749.0,1123.0,374.0,67380.0,44940.0,22440.0
Tanzania,1973,331.0,496.0,165.0,29760.0,19860.0,9900.0
Tanzania,1974,624.0,935.0,311.0,56100.0,37440.0,18660.0
Tanzania,1975,640.0,959.0,319.0,57540.0,38400.0,19140.0
Tanzania,1976,537.0,805.0,268.0,48300.0,32220.0,16080.0
Tanzania,1977,577.0,835.0,258.0,50100.0,34620.0,15480.0
Tanzania,1978,571.0,856.0,285.0,51360.0,34260.0,17100.0
Tanzania,1979,475.0,761.0,286.0,45660.0,28500.0,17160.0
Tanzania,1980,819.0,1060.0,241.0,63600.0,49140.0,14460.0
Tanzania,1981,737.0,959.0,222.0,57540.0,44220.0,13320.0
Tanzania,1982,801.0,1033.0,232.0,61980.0,48060.0,13920.0
Tanzania,1983,625.0,843.0,218.0,50580.0,37500.0,13080.0
Tanzania,1984,600.0,796.0,196.0,47760.0,36000.0,11760.0
Tanzania,1985,642.0,867.0,225.0,52020.0,38520.0,13500.0
Tanzania,1986,503.0,701.0,198.0,42060.0,30180.0,11880.0
Tanzania,1987,638.0,818.0,180.0,49080.0,38280.0,10800.0
Tanzania,1988,759.0,962.0,203.0,57720.0,45540.0,12180.0
Tanzania,1989,613.0,888.0,275.0,53280.0,36780.0,16500.0
Tanzania,1990,553.0,763.0,210.0,45780.0,33180.0,12600.0
Tanzania,1991,640.0,790.0,150.0,47400.0,38400.0,9000.0
Tanzania,1992,792.0,992.0,200.0,59520.0,47520.0,12000.0
Tanzania,1993,626.0,736.0,110.0,44160.0,37560.0,6600.0
Tanzania,1994,475.0,680.0,205.0,40800.0,28500.0,12300.0
Tanzania,1995,754.0,897.0,143.0,53820.0,45240.0,8580.0
Tanzania,1996,572.0,765.0,193.0,45900.0,34320.0,11580.0
Tanzania,1997,427.0,624.0,197.0,37440.0,25620.0,11820.0
Tanzania,1998,493.0,739.0,246.0,44340.0,29580.0,14760.0
Tanzania,1999,623.0,842.0,219.0,50520.0,37380.0,13140.0
Tanzania,2000,628.0,809.0,181.0,48540.0,37680.0,10860.0
Tanzania,2001,449.0,624.0,175.0,37440.0,26940.0,10500.0
Tanzania,2002,478.0,824.0,346.0,49440.0,28680.0,20760.0
Tanzania,2003,379.0,612.0,233.0,36720.0,22740.0,13980.0
Tanzania,2004,570.0,1070.0,500.0,64200.0,34200.0,30000.0
Tanzania,2005,460.0,610.0,150.0,36600.0,27600.0,9000.0
Tanzania,2006,590.0,915.0,325.0,54900.0,35400.0,19500.0
Tanzania,2007,490.0,740.0,250.0,44400.0,29400.0,15000.0
Tanzania,2008,650.0,1150.0,500.0,69000.0,39000.0,30000.0
Tanzania,2009,400.0,600.0,200.0,36000.0,24000.0,12000.0
Tanzania,2010,600.0,1050.0,450.0,63000.0,36000.0,27000.0
Tanzania,2011,365.0,565.0,200.0,33900.0,21900.0,12000.0
Tanzania,2012,610.0,1180.0,570.0,70800.0,36600.0,34200.0
Tanzania,2013,450.0,800.0,350.0,48000.0,27000.0,21000.0
Tanzania,2014,600.0,1150.0,550.0,69000.0,36000.0,33000.0
Tanzania,2015,600.0,1100.0,500.0,66000.0,36000.0,30000.0
Tanzania,2016,550.0,1050.0,500.0,63000.0,33000.0,30000.0
Tanzania,2017,600.0,1150.0,550.0,69000.0,36000.0,33000.0
Tanzania,2018,650.0,1200.0,550.0,72000.0,39000.0,33000.0
Tanzania,2019,625.0,1200.0,575.0,72000.0,37500.0,34500.0
Tanzania,2020,600.0,1125.0,525.0,67500.0,36000.0,31500.0
Tanzania,2021,650.0,1200.0,550.0,72000.0,39000.0,33000.0
Tanzania,2022,650.0,1200.0,550.0,72000.0,39000.0,33000.0
Tanzania,2023,750.0,1350.0,600.0,81000.0,45000.0,36000.0
Tanzania,2024,700.0,1350.0,650.0,81000.0,42000.0,39000.0
Tanzania,2025,750.0,1450.0,700.0,87000.0,45000.0,42000.0
Uganda,1960,150.0,1925.0,1775.0,115500.0,9000.0,106500.0
Uganda,1961,150.0,2023.0,1873.0,121380.0,9000.0,112380.0
Uganda,1962,220.0,2951.0,2731.0,177060.0,13200.0,163860.0
Uganda,1963,190.0,2534.0,2344.0,152040.0,11400.0,140640.0
Uganda,1964,175.0,2453.0,2278.0,147180.0,10500.0,136680.0
Uganda,1965,250.0,2578.0,2328.0,154680.0,15000.0,139680.0
Uganda,1966,200.0,2737.0,2537.0,164220.0,12000.0,152220.0
Uganda,1967,250.0,2278.0,2028.0,136680.0,15000.0,121680.0
Uganda,1968,410.0,4118.0,3708.0,247080.0,24600.0,222480.0
Uganda,1969,260.0,3279.0,3019.0,196740.0,15600.0,181140.0
Uganda,1970,220.0,2667.0,2447.0,160020.0,13200.0,146820.0
Uganda,1971,380.0,2883.0,2503.0,172980.0,22800.0,150180.0
Uganda,1972,400.0,4180.0,3780.0,250800.0,24000.0,226800.0
Uganda,1973,240.0,3266.0,3026.0,195960.0,14400.0,181560.0
Uganda,1974,270.0,3331.0,3061.0,199860.0,16200.0,183660.0
Uganda,1975,150.0,2214.0,2064.0,132840.0,9000.0,123840.0
Uganda,1976,200.0,2660.0,2460.0,159600.0,12000.0,147600.0
Uganda,1977,150.0,1928.0,1778.0,115680.0,9000.0,106680.0
Uganda,1978,150.0,1944.0,1794.0,116640.0,9000.0,107640.0
Uganda,1979,175.0,2042.0,1867.0,122520.0,10500.0,112020.0
Uganda,1980,170.0,2133.0,1963.0,127980.0,10200.0,117780.0
Uganda,1981,190.0,2885.0,2695.0,173100.0,11400.0,161700.0
Uganda,1982,220.0,3000.0,2780.0,180000.0,13200.0,166800.0
Uganda,1983,210.0,2700.0,2490.0,162000.0,12600.0,149400.0
Uganda,1984,200.0,2800.0,2600.0,168000.0,12000.0,156000.0
Uganda,1985,200.0,2700.0,2500.0,162000.0,12000.0,150000.0
Uganda,1986,180.0,2700.0,2520.0,162000.0,10800.0,151200.0
Uganda,1987,180.0,2600.0,2420.0,156000.0,10800.0,145200.0
Uganda,1988,375.0,3300.0,2925.0,198000.0,22500.0,175500.0
Uganda,1989,285.0,2500.0,2215.0,150000.0,17100.0,132900.0
Uganda,1990,180.0,2700.0,2520.0,162000.0,10800.0,151200.0
Uganda,1991,200.0,2900.0,2700.0,174000.0,12000.0,162000.0
Uganda,1992,200.0,2800.0,2600.0,168000.0,12000.0,156000.0
Uganda,1993,200.0,2700.0,2500.0,162000.0,12000.0,150000.0
Uganda,1994,200.0,3100.0,2900.0,186000.0,12000.0,174000.0
Uganda,1995,200.0,4200.0,4000.0,252000.0,12000.0,240000.0
Uganda,1996,408.0,4297.0,3889.0,257820.0,24480.0,233340.0
Uganda,1997,325.0,3032.0,2707.0,181920.0,19500.0,162420.0
Uganda,1998,436.0,3640.0,3204.0,218400.0,26160.0,192240.0
Uganda,1999,436.0,3708.0,3272.0,222480.0,26160.0,196320.0
Uganda,2000,355.0,3097.0,2742.0,185820.0,21300.0,164520.0
Uganda,2001,415.0,3265.0,2850.0,195900.0,24900.0,171000.0
Uganda,2002,450.0,2756.0,2306.0,165360.0,27000.0,138360.0
Uganda,2003,524.0,2745.0,2221.0,164700.0,31440.0,133260.0
Uganda,2004,545.0,2694.0,2149.0,161640.0,32700.0,128940.0
Uganda,2005,625.0,2175.0,1550.0,130500.0,37500.0,93000.0
Uganda,2006,579.0,2905.0,2326.0,174300.0,34740.0,139560.0
Uganda,2007,508.0,3490.0,2982.0,209400.0,30480.0,178920.0
Uganda,2008,650.0,3260.0,2610.0,195600.0,39000.0,156600.0
Uganda,2009,818.0,2870.0,2052.0,172200.0,49080.0,123120.0
Uganda,2010,644.0,3212.0,2568.0,192720.0,38640.0,154080.0
Uganda,2011,875.0,3075.0,2200.0,184500.0,52500.0,132000.0
Uganda,2012,800.0,3600.0,2800.0,216000.0,48000.0,168000.0
Uganda,2013,850.0,3850.0,3000.0,231000.0,51000.0,180000.0
Uganda,2014,800.0,3500.0,2700.0,210000.0,48000.0,162000.0
Uganda,2015,950.0,3550.0,2600.0,213000.0,57000.0,156000.0
Uganda,2016,1100.0,4875.0,3775.0,292500.0,66000.0,226500.0
Uganda,2017,1200.0,4600.0,3400.0,276000.0,72000.0,204000.0
Uganda,2018,1050.0,4650.0,3600.0,279000.0,63000.0,216000.0
Uganda,2019,1025.0,5475.0,4450.0,328500.0,61500.0,267000.0
Uganda,2020,730.0,6630.0,5900.0,397800.0,43800.0,354000.0
Uganda,2021,990.0,6050.0,5060.0,363000.0,59400.0,303600.0
Uganda,2022,990.0,6565.0,5575.0,393900.0,59400.0,334500.0
Uganda,2023,1000.0,6400.0,5400.0,384000.0,60000.0,324000.0
Uganda,2024,1030.0,6700.0,5670.0,402000.0,61800.0,340200.0
Uganda,2025,1060.0,6875.0,5815.0,412500.0,63600.0,348900.0
Vietnam,1960,3.0,76.0,50.0,4560.0,180.0,3000.0
Vietnam,1961,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1962,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1963,2.0,60.0,40.0,3600.0,120.0,2400.0
Vietnam,1964,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1965,3.0,76.0,50.0,4560.0,180.0,3000.0
Vietnam,1966,3.0,86.0,57.0,5160.0,180.0,3420.0
Vietnam,1967,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1968,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1969,2.0,66.0,44.0,3960.0,120.0,2640.0
Vietnam,1970,2.0,56.0,37.0,3360.0,120.0,2220.0
Vietnam,1971,2.0,51.0,34.0,3060.0,120.0,2040.0
Vietnam,1972,2.0,56.0,37.0,3360.0,120.0,2220.0
Vietnam,1973,2.0,56.0,37.0,3360.0,120.0,2220.0
Vietnam,1974,2.0,60.0,40.0,3600.0,120.0,2400.0
Vietnam,1975,0.0,54.0,54.0,3240.0,0.0,3240.0
Vietnam,1976,0.0,93.0,93.0,5580.0,0.0,5580.0
Vietnam,1977,0.0,91.0,91.0,5460.0,0.0,5460.0
Vietnam,1978,0.0,84.0,84.0,5040.0,0.0,5040.0
Vietnam,1979,0.0,140.0,140.0,8400.0,0.0,8400.0
Vietnam,1980,0.0,77.0,77.0,4620.0,0.0,4620.0
Vietnam,1981,0.0,77.0,77.0,4620.0,0.0,4620.0
Vietnam,1982,0.0,83.0,83.0,4980.0,0.0,4980.0
Vietnam,1983,0.0,69.0,69.0,4140.0,0.0,4140.0
Vietnam,1984,0.0,206.0,206.0,12360.0,0.0,12360.0
Vietnam,1985,0.0,314.0,314.0,18840.0,0.0,18840.0
Vietnam,1986,0.0,454.0,454.0,27240.0,0.0,27240.0
Vietnam,1987,0.0,579.0,579.0,34740.0,0.0,34740.0
Vietnam,1988,0.0,922.0,922.0,55320.0,0.0,55320.0
Vietnam,1989,0.0,985.0,985.0,59100.0,0.0,59100.0
Vietnam,1990,0.0,1200.0,1200.0,72000.0,0.0,72000.0
Vietnam,1991,0.0,1980.0,1980.0,118800.0,0.0,118800.0
Vietnam,1992,0.0,2250.0,2250.0,135000.0,0.0,135000.0
Vietnam,1993,0.0,2500.0,2500.0,150000.0,0.0,150000.0
Vietnam,1994,0.0,3500.0,3500.0,210000.0,0.0,210000.0
Vietnam,1995,17.0,3917.0,3900.0,235020.0,1020.0,234000.0
Vietnam,1996,50.0,5750.0,5700.0,345000.0,3000.0,342000.0
Vietnam,1997,67.0,7000.0,6933.0,420000.0,4020.0,415980.0
Vietnam,1998,67.0,7500.0,7433.0,450000.0,4020.0,445980.0
Vietnam,1999,90.0,11010.0,10920.0,660600.0,5400.0,655200.0
Vietnam,2000,117.0,15333.0,15216.0,919980.0,7020.0,912960.0
Vietnam,2001,166.0,12833.0,12667.0,769980.0,9960.0,760020.0
Vietnam,2002,250.0,11167.0,10917.0,670020.0,15000.0,655020.0
Vietnam,2003,266.0,15000.0,14734.0,900000.0,15960.0,884040.0
Vietnam,2004,383.0,14500.0,14117.0,870000.0,22980.0,847020.0
Vietnam,2005,335.0,16335.0,16000.0,980100.0,20100.0,960000.0
Vietnam,2006,500.0,19500.0,19000.0,1170000.0,30000.0,1140000.0
Vietnam,2007,400.0,18000.0,17600.0,1080000.0,24000.0,1056000.0
Vietnam,2008,480.0,16980.0,16500.0,1018800.0,28800.0,990000.0
Vietnam,2009,450.0,18500.0,18050.0,1110000.0,27000.0,1083000.0
Vietnam,2010,650.0,19415.0,18765.0,1164900.0,39000.0,1125900.0
Vietnam,2011,800.0,26000.0,25200.0,1560000.0,48000.0,1512000.0
Vietnam,2012,900.0,26500.0,25600.0,1590000.0,54000.0,1536000.0
Vietnam,2013,1175.0,29833.0,28658.0,1789980.0,70500.0,1719480.0
Vietnam,2014,1050.0,27400.0,26350.0,1644000.0,63000.0,1581000.0
Vietnam,2015,1100.0,28930.0,27830.0,1735800.0,66000.0,1669800.0
Vietnam,2016,1100.0,26700.0,25600.0,1602000.0,66000.0,1536000.0
Vietnam,2017,1026.0,29300.0,28274.0,1758000.0,61560.0,1696440.0
Vietnam,2018,1064.0,30400.0,29336.0,1824000.0,63840.0,1760160.0
Vietnam,2019,1100.0,31300.0,30200.0,1878000.0,66000.0,1812000.0
Vietnam,2020,950.0,29000.0,28050.0,1740000.0,57000.0,1683000.0
Vietnam,2021,1100.0,31580.0,30480.0,1894800.0,66000.0,1828800.0
Vietnam,2022,1000.0,28300.0,27300.0,1698000.0,60000.0,1638000.0
Vietnam,2023,1000.0,27550.0,26550.0,1653000.0,60000.0,1593000.0
Vietnam,2024,1000.0,29000.0,28000.0,1740000.0,60000.0,1680000.0
Vietnam,2025,1200.0,30800.0,29600.0,1848000.0,72000.0,1776000.0
