year,reporter_code,reporter,partner,partner_code,commodity_code,commodity,flow,qty_unit,quantity,net_weight_kg,fob_value_usd,primary_value_usd
2010,231,,,686,0901,,,,3.0,3.0,4.221,4.221
2010,231,,,702,0901,,,,291000.0,291000.0,786465.311,786465.311
2010,231,,,703,0901,,,,12000.0,12000.0,61465.857,61465.857
2010,231,,,705,0901,,,,38400.0,38400.0,145457.596,145457.596
2010,231,,,710,0901,,,,508800.0,508800.0,1938625.455,1938625.455
2010,231,,,724,0901,,,,877200.0,877200.0,2856447.133,2856447.133
2010,231,,,748,0901,,,,38400.0,38400.0,134855.2,134855.2
2010,231,,,752,0901,,,,2564400.0,2564400.0,9568054.949,9568054.949
2010,231,,,757,0901,,,,1512000.0,1512000.0,5053554.559,5053554.559
2010,231,,,760,0901,,,,170400.0,170400.0,404103.116,404103.116
2010,231,,,784,0901,,,,88200.0,88200.0,273985.39,273985.39
2010,231,,,804,0901,,,,18000.0,18000.0,83043.018,83043.018
2010,231,,,818,0901,,,,168600.0,168600.0,461261.505,461261.505
2010,231,,,834,0901,,,,3.0,3.0,12.51,12.51
2010,231,,,887,0901,,,,9990.0,9990.0,1905.462,1905.462
2010,231,,,8,0901,,,,19200.0,19200.0,44735.529,44735.529
2010,231,,,36,0901,,,,2481620.0,2481620.0,9808661.392,9808661.392
2010,231,,,51,0901,,,,17040.0,17040.0,63781.028,63781.028
2010,231,,,56,0901,,,,8145600.0,8145600.0,27633149.308,27633149.308
2010,231,,,100,0901,,,,18000.0,18000.0,62774.871,62774.871
2010,231,,,124,0901,,,,1262028.0,1262028.0,4999363.052,4999363.052
2010,231,,,251,0901,,,,5802360.0,5802360.0,18982240.859,18982240.859
2010,231,,,344,0901,,,,56400.0,56400.0,197188.445,197188.445
2010,231,,,360,0901,,,,18000.0,18000.0,97357.242,97357.242
2010,231,,,376,0901,,,,992000.0,992000.0,3375756.157,3375756.157
2010,231,,,392,0901,,,,3543079.26,3543079.26,13974676.161,13974676.161
2010,231,,,400,0901,,,,416400.0,416400.0,1103348.975,1103348.975
2010,231,,,408,0901,,,,18000.0,18000.0,44440.918,44440.918
2010,231,,,410,0901,,,,1676962.0,1676962.0,6085851.679,6085851.679
2010,231,,,422,0901,,,,72000.0,72000.0,176920.695,176920.695
2010,231,,,428,0901,,,,300000.0,300000.0,981679.741,981679.741
2010,231,,,434,0901,,,,36000.0,36000.0,116575.995,116575.995
2010,231,,,484,0901,,,,144000.0,144000.0,610645.798,610645.798
2010,231,,,490,0901,,,,400800.0,400800.0,1362347.125,1362347.125
2010,231,,,528,0901,,,,1013700.0,1013700.0,4569992.31,4569992.31
2010,231,,,616,0901,,,,54000.0,54000.0,176751.438,176751.438
2010,231,,,620,0901,,,,54000.0,54000.0,152425.24,152425.24
2010,231,,,642,0901,,,,282000.0,282000.0,701246.823,701246.823
2010,231,,,643,0901,,,,171600.0,171600.0,588825.902,588825.902
2010,231,,,736,0901,,,,99600.0,99600.0,184756.554,184756.554
2010,231,,,826,0901,,,,2349240.0,2349240.0,10214419.353,10214419.353
2010,231,,,156,0901,,,,256260.0,256260.0,967921.242,967921.242
2010,231,,,380,0901,,,,6201000.0,6201000.0,21890805.369,21890805.369
2010,231,,,458,0901,,,,2000.0,2000.0,9400.2,9400.2
2010,231,,,191,0901,,,,134400.0,134400.0,304485.964,304485.964
2010,231,,,196,0901,,,,18000.0,18000.0,83632.992,83632.992
2010,231,,,208,0901,,,,199800.0,199800.0,624169.281,624169.281
2010,231,,,233,0901,,,,148800.0,148800.0,502598.13,502598.13
2010,231,,,246,0901,,,,270000.0,270000.0,1112951.559,1112951.559
2010,231,,,554,0901,,,,308400.0,308400.0,1627050.916,1627050.916
2010,231,,,579,0901,,,,313260.0,313260.0,1493561.716,1493561.716
2010,231,,,300,0901,,,,242400.0,242400.0,772124.111,772124.111
2010,231,,,276,0901,,,,31388275.0,31388275.0,96916124.088,96916124.088
2010,231,,,842,0901,,,,11342160.0,11342160.0,45397240.984,45397240.984
2010,231,,,686,0901,,,,3.0,3.0,4.221,4.221
2010,231,,,702,0901,,,,291000.0,291000.0,786465.311,786465.311
2010,231,,,703,0901,,,,12000.0,12000.0,61465.857,61465.857
2010,231,,,705,0901,,,,38400.0,38400.0,145457.596,145457.596
2010,231,,,724,0901,,,,877200.0,877200.0,2856447.133,2856447.133
2010,231,,,748,0901,,,,38400.0,38400.0,134855.2,134855.2
2010,231,,,752,0901,,,,2565760.0,2565760.0,9576651.958,9576651.958
2010,231,,,757,0901,,,,1584000.0,1584000.0,5217924.119,5217924.119
2010,231,,,760,0901,,,,170400.0,170400.0,404103.116,404103.116
2010,231,,,804,0901,,,,18000.0,18000.0,83043.018,83043.018
2010,231,,,818,0901,,,,168600.0,168600.0,461261.505,461261.505
2010,231,,,834,0901,,,,603.0,603.0,3355.554,3355.554
2010,231,,,887,0901,,,,120690.0,120690.0,14437.92,14437.92
2010,231,,,8,0901,,,,19200.0,19200.0,44735.529,44735.529
2010,231,,,36,0901,,,,2564020.0,2564020.0,10199862.647,10199862.647
2010,231,,,48,0901,,,,50.0,50.0,332.679,332.679
2010,231,,,51,0901,,,,17040.0,17040.0,63781.028,63781.028
2010,231,,,56,0901,,,,8145800.0,8145800.0,27634215.795,27634215.795
2010,231,,,100,0901,,,,18000.0,18000.0,62774.871,62774.871
2010,231,,,268,0901,,,,1000.0,1000.0,4409.29,4409.29
2010,231,,,344,0901,,,,56400.0,56400.0,197188.445,197188.445
2010,231,,,360,0901,,,,18000.0,18000.0,97357.242,97357.242
2010,231,,,392,0901,,,,3550594.32,3550594.32,14008338.085,14008338.085
2010,231,,,400,0901,,,,416400.0,416400.0,1103348.975,1103348.975
2010,231,,,408,0901,,,,18000.0,18000.0,44440.918,44440.918
2010,231,,,410,0901,,,,1677142.0,1677142.0,6086558.802,6086558.802
2010,231,,,422,0901,,,,72000.0,72000.0,176920.695,176920.695
2010,231,,,428,0901,,,,300000.0,300000.0,981679.741,981679.741
2010,231,,,434,0901,,,,36000.0,36000.0,116575.995,116575.995
2010,231,,,484,0901,,,,144000.0,144000.0,610645.798,610645.798
2010,231,,,490,0901,,,,418800.0,418800.0,1415377.397,1415377.397
2010,231,,,616,0901,,,,54000.0,54000.0,176751.438,176751.438
2010,231,,,620,0901,,,,54000.0,54000.0,152425.24,152425.24
2010,231,,,642,0901,,,,282000.0,282000.0,701246.823,701246.823
2010,231,,,643,0901,,,,171600.0,171600.0,588825.902,588825.902
2010,231,,,458,0901,,,,2000.0,2000.0,9400.2,9400.2
